区块ID,访问频率_次每秒,K值
4768,43.0,20
4769,12.0,20
4770,2.0,20
4771,3.0,20
4772,6.0,20
4773,49.0,20
4774,4.0,20
4775,58.0,20
4776,6.0,20
4777,19.0,20
4778,119.0,20
4779,24.0,20
4780,30.0,20
4781,32.0,20
4782,18.0,20
4783,82.0,20
4784,15.0,20
4785,23.0,20
4786,2.0,20
4787,25.0,20
4788,2.0,20
4789,22.0,20
4790,61.0,20
4791,2.0,20
4792,32.0,20
4793,126.0,20
4794,6.0,20
4795,23.0,20
4796,20.0,20
4797,5.0,20
4798,3.0,20
4799,2.0,20
4800,25.0,20
4801,23.0,20
4802,42.0,20
4803,31.0,20
4804,3.0,20
4805,2.0,20
4806,85.0,20
4807,4.0,20
4808,3.0,20
4809,31.0,20
4810,18.0,20
4811,5.0,20
4812,51.0,20
4813,29.0,20
4814,6.0,20
4815,45.0,20
4816,11.0,20
4817,2.0,20
4818,38.0,20
4819,7.0,20
4820,18.0,20
4821,23.0,20
4822,27.0,20
4823,5.0,20
4824,21.0,20
4825,4.0,20
4826,36.0,20
4827,80.0,20
4828,3.0,20
4829,7.0,20
4830,8.0,20
4831,129.0,20
4832,109.0,20
4833,6.0,20
4834,7.0,20
4835,3.0,20
4836,37.0,20
4837,18.0,20
4838,13.0,20
4839,7.0,20
4840,6.0,20
4841,8.0,20
4842,58.0,20
4843,5.0,20
4844,6.0,20
4845,17.0,20
4846,9.0,20
4847,22.0,20
4848,8.0,20
4849,42.0,20
4850,2.0,20
4851,24.0,20
4852,5.0,20
4853,10.0,20
4854,136.0,20
4855,2.0,20
4856,54.0,20
4857,10.0,20
4858,3.0,20
4859,5.0,20
4860,59.0,20
4861,15.0,20
4862,38.0,20
4863,19.0,20
4864,6.0,20
4865,5.0,20
4866,23.0,20
4867,1.0,20
4868,7.0,20
4869,5.0,20
4870,29.0,20
4871,7.0,20
4872,8.0,20
4873,5.0,20
4874,9.0,20
4875,6.0,20
4876,12.0,20
4877,4.0,20
4878,22.0,20
4879,4.0,20
4880,3.0,20
4881,5.0,20
4882,8.0,20
4883,6.0,20
4884,5.0,20
4885,25.0,20
4886,49.0,20
4887,2.0,20
4888,7.0,20
4889,11.0,20
4890,9.0,20
4891,3.0,20
4892,3.0,20
4893,22.0,20
4894,4.0,20
4895,11.0,20
4896,9.0,20
4897,21.0,20
4898,22.0,20
4899,4.0,20
4900,5.0,20
4901,4.0,20
4902,7.0,20
4903,16.0,20
4904,26.0,20
4905,1.0,20
4906,6.0,20
4907,10.0,20
4908,45.0,20
4909,29.0,20
4910,3.0,20
4911,37.0,20
4912,7.0,20
4913,6.0,20
4914,1.0,20
4915,25.0,20
4916,6.0,20
4917,13.0,20
4918,3.0,20
4919,5.0,20
4920,3.0,20
4921,75.0,20
4922,30.0,20
4923,32.0,20
4924,226.0,19
4925,171.0,19
4926,35.0,20
4927,5.0,20
4928,1.0,20
4929,101.0,20
4930,10.0,20
4931,4.0,20
4932,5.0,20
4933,16.0,20
4934,7.0,20
4935,9.0,20
4936,83.0,20
4937,12.0,20
4938,3.0,20
4939,154.0,19
4940,13.0,20
4941,43.0,20
4942,5.0,20
4943,17.0,20
4944,4.0,20
4945,34.0,20
4946,31.0,20
4947,7.0,20
4948,14.0,20
4949,15.0,20
4950,1.0,20
4951,37.0,20
4952,9.0,20
4953,5.0,20
4954,13.0,20
4955,16.0,20
4956,19.0,20
4957,34.0,20
4958,3.0,20
4959,3.0,20
4960,18.0,20
4961,38.0,20
4962,34.0,20
4963,73.0,20
4964,15.0,20
4965,4.0,20
4966,32.0,20
4967,2.0,20
4968,14.0,20
4969,7.0,20
4970,31.0,20
4971,2.0,20
4972,21.0,20
4973,19.0,20
4974,1.0,20
4975,2.0,20
4976,17.0,20
4977,5.0,20
4978,10.0,20
4979,10.0,20
4980,15.0,20
4981,7.0,20
4982,53.0,20
4983,5.0,20
4984,9.0,20
4985,15.0,20
4986,33.0,20
4987,21.0,20
4988,16.0,20
4989,7.0,20
4990,40.0,20
4991,16.0,20
4992,12.0,20
4993,15.0,20
4994,1.0,20
4995,27.0,20
4996,1.0,20
4997,33.0,20
4998,20.0,20
4999,6.0,20
5000,23.0,20
5001,9.0,20
5002,3.0,20
5003,2.0,20
5004,12.0,20
5005,39.0,20
5006,21.0,20
5007,6.0,20
5008,1.0,20
5009,7.0,20
5010,15.0,20
5011,7.0,20
5012,5.0,20
5013,27.0,20
5014,8.0,20
5015,9.0,20
5016,3.0,20
5017,5.0,20
5018,4.0,20
5019,12.0,20
5020,15.0,20
5021,6.0,20
5022,7.0,20
5023,6.0,20
5024,16.0,20
5025,4.0,20
5026,84.0,20
5027,20.0,20
5028,22.0,20
5029,9.0,20
5030,93.0,20
5031,4.0,20
5032,25.0,20
5033,2.0,20
5034,12.0,20
5035,68.0,20
5036,73.0,20
5037,7.0,20
5038,1.0,20
5039,8.0,20
5040,4.0,20
5041,7.0,20
5042,22.0,20
5043,39.0,20
5044,51.0,20
5045,35.0,20
5046,12.0,20
5047,3.0,20
5048,4.0,20
5049,7.0,20
5050,48.0,20
5051,4.0,20
5052,3.0,20
5053,4.0,20
5054,27.0,20
5055,4.0,20
5056,2.0,20
5057,6.0,20
5058,1.0,20
5059,7.0,20
5060,25.0,20
5061,3.0,20
5062,3.0,20
5063,52.0,20
5064,4.0,20
5065,4.0,20
5066,4.0,20
5067,15.0,20
5068,3.0,20
5069,8.0,20
5070,40.0,20
5071,14.0,20
5072,1.0,20
5073,9.0,20
5074,17.0,20
5075,3.0,20
5076,20.0,20
5077,10.0,20
5078,15.0,20
5079,6.0,20
5080,36.0,20
5081,13.0,20
5082,5.0,20
5083,73.0,20
5084,18.0,20
5085,7.0,20
5086,1.0,20
5087,9.0,20
5088,19.0,20
5089,11.0,20
5090,4.0,20
5091,4.0,20
5092,5.0,20
5093,18.0,20
5094,2.0,20
5095,4.0,20
5096,5.0,20
5097,24.0,20
5098,6.0,20
5099,20.0,20
5100,2.0,20
5101,3.0,20
5102,2.0,20
5103,28.0,20
5104,3.0,20
5105,16.0,20
5106,20.0,20
5107,8.0,20
5108,8.0,20
5109,4.0,20
5110,7.0,20
5111,3.0,20
5112,33.0,20
5113,9.0,20
5114,5.0,20
5115,4.0,20
5116,7.0,20
5117,28.0,20
5118,15.0,20
5119,7.0,20
5120,2.0,20
5121,15.0,20
5122,46.0,20
5123,2.0,20
5124,7.0,20
5125,50.0,20
5126,11.0,20
5127,25.0,20
5128,223.0,19
5129,25.0,20
5130,11.0,20
5131,8.0,20
5132,5.0,20
5133,1.0,20
5134,2.0,20
5135,18.0,20
5136,10.0,20
5137,1.0,20
5138,4.0,20
5139,6.0,20
5140,15.0,20
5141,3.0,20
5142,11.0,20
5143,80.0,20
5144,17.0,20
5145,8.0,20
5146,20.0,20
5147,38.0,20
5148,13.0,20
5149,2.0,20
5150,5.0,20
5151,4.0,20
5152,3.0,20
5153,1.0,20
5154,14.0,20
5155,4.0,20
5156,38.0,20
5157,199.0,19
5158,5.0,20
5159,11.0,20
5160,5.0,20
5161,22.0,20
5162,5.0,20
5163,37.0,20
5164,30.0,20
5165,2.0,20
5166,8.0,20
5167,3.0,20
5168,6.0,20
5169,10.0,20
5170,75.0,20
5171,9.0,20
5172,2.0,20
5173,40.0,20
5174,4.0,20
5175,1.0,20
5176,20.0,20
5177,6.0,20
5178,17.0,20
5179,7.0,20
5180,5.0,20
5181,10.0,20
5182,25.0,20
5183,4.0,20
5184,3.0,20
5185,8.0,20
5186,20.0,20
5187,35.0,20
5188,2.0,20
5189,2.0,20
5190,33.0,20
5191,4.0,20
5192,29.0,20
5193,44.0,20
5194,13.0,20
5195,43.0,20
5196,3.0,20
5197,7.0,20
5198,10.0,20
5199,4.0,20
5200,14.0,20
5201,1.0,20
5202,29.0,20
5203,9.0,20
5204,1.0,20
5205,12.0,20
5206,1.0,20
5207,7.0,20
5208,6.0,20
5209,53.0,20
5210,5.0,20
5211,114.0,20
5212,89.0,20
5213,19.0,20
5214,31.0,20
5215,4.0,20
5216,29.0,20
5217,11.0,20
5218,15.0,20
5219,25.0,20
5220,2.0,20
5221,8.0,20
5222,42.0,20
5223,1.0,20
5224,2.0,20
5225,6.0,20
5226,7.0,20
5227,3.0,20
5228,3.0,20
5229,3.0,20
5230,21.0,20
5231,45.0,20
5232,1.0,20
5233,6.0,20
5234,3.0,20
5235,14.0,20
5236,13.0,20
5237,121.0,20
5238,15.0,20
5239,14.0,20
5240,7.0,20
5241,5.0,20
5242,9.0,20
5243,5.0,20
5244,15.0,20
5245,69.0,20
5246,35.0,20
5247,4.0,20
5248,5.0,20
5249,9.0,20
5250,7.0,20
5251,7.0,20
5252,12.0,20
5253,8.0,20
5254,25.0,20
5255,2.0,20
5256,3.0,20
5257,5.0,20
5258,1.0,20
5259,3.0,20
5260,73.0,20
5261,11.0,20
5262,5.0,20
5263,72.0,20
5264,26.0,20
5265,14.0,20
5266,167.0,19
5267,61.0,20
5268,1.0,20
5269,19.0,20
5270,31.0,20
5271,8.0,20
5272,29.0,20
5273,30.0,20
5274,24.0,20
5275,20.0,20
5276,20.0,20
5277,13.0,20
5278,382.0,17
5279,9.0,20
5280,32.0,20
5281,2.0,20
5282,2.0,20
5283,44.0,20
5284,7.0,20
5285,8.0,20
5286,5.0,20
5287,4.0,20
5288,7.0,20
5289,6.0,20
5290,56.0,20
5291,5.0,20
5292,2.0,20
5293,30.0,20
5294,1.0,20
5295,2.0,20
5296,2.0,20
5297,47.0,20
5298,13.0,20
5299,53.0,20
5300,5.0,20
5301,17.0,20
5302,12.0,20
5303,39.0,20
5304,6.0,20
5305,8.0,20
5306,28.0,20
5307,2.0,20
5308,40.0,20
5309,13.0,20
5310,6.0,20
5311,9.0,20
5312,7.0,20
5313,25.0,20
5314,2.0,20
5315,25.0,20
5316,5.0,20
5317,13.0,20
5318,21.0,20
5319,8.0,20
5320,2.0,20
5321,14.0,20
5322,2.0,20
5323,104.0,20
5324,43.0,20
5325,2.0,20
5326,34.0,20
5327,1.0,20
5328,330.0,18
5329,3.0,20
5330,32.0,20
5331,8.0,20
5332,1.0,20
5333,11.0,20
5334,6.0,20
5335,19.0,20
5336,8.0,20
5337,15.0,20
5338,14.0,20
5339,11.0,20
5340,19.0,20
5341,5.0,20
5342,1.0,20
5343,18.0,20
5344,13.0,20
5345,17.0,20
5346,12.0,20
5347,4.0,20
5348,2.0,20
5349,7.0,20
5350,12.0,20
5351,4.0,20
5352,1.0,20
5353,19.0,20
5354,26.0,20
5355,38.0,20
5356,8.0,20
5357,27.0,20
5358,7.0,20
5359,44.0,20
5360,22.0,20
5361,4.0,20
5362,4.0,20
5363,37.0,20
5364,11.0,20
5365,18.0,20
5366,19.0,20
5367,3.0,20
5368,20.0,20
5369,3.0,20
5370,6.0,20
5371,1.0,20
5372,15.0,20
5373,13.0,20
5374,16.0,20
5375,7.0,20
5376,40.0,20
5377,2.0,20
5378,24.0,20
5379,9.0,20
5380,9.0,20
5381,8.0,20
5382,5.0,20
5383,64.0,20
5384,19.0,20
5385,3.0,20
5386,8.0,20
5387,27.0,20
5388,7.0,20
5389,30.0,20
5390,3.0,20
5391,14.0,20
5392,2.0,20
5393,50.0,20
5394,29.0,20
5395,5.0,20
5396,3.0,20
5397,4.0,20
5398,6.0,20
5399,2.0,20
5400,3.0,20
5401,11.0,20
5402,100.0,20
5403,6.0,20
5404,2.0,20
5405,9.0,20
5406,5.0,20
5407,4.0,20
5408,2.0,20
5409,2.0,20
5410,2.0,20
5411,6.0,20
5412,3.0,20
5413,8.0,20
5414,7.0,20
5415,25.0,20
5416,26.0,20
5417,4.0,20
5418,3.0,20
5419,2.0,20
5420,4.0,20
5421,13.0,20
5422,35.0,20
5423,3.0,20
5424,6.0,20
5425,7.0,20
5426,56.0,20
5427,31.0,20
5428,13.0,20
5429,11.0,20
5430,11.0,20
5431,5.0,20
5432,12.0,20
5433,14.0,20
5434,10.0,20
5435,21.0,20
5436,9.0,20
5437,18.0,20
5438,3.0,20
5439,156.0,19
5440,17.0,20
5441,8.0,20
5442,16.0,20
5443,2.0,20
5444,9.0,20
5445,2.0,20
5446,37.0,20
5447,17.0,20
5448,6.0,20
5449,4.0,20
5450,21.0,20
5451,37.0,20
5452,39.0,20
5453,1.0,20
5454,33.0,20
5455,10.0,20
5456,20.0,20
5457,8.0,20
5458,57.0,20
5459,39.0,20
5460,47.0,20
5461,82.0,20
5462,36.0,20
5463,9.0,20
5464,10.0,20
5465,2.0,20
5466,444.0,15
5467,24.0,20
5468,1.0,20
5469,2.0,20
5470,19.0,20
5471,4.0,20
5472,4.0,20
5473,27.0,20
5474,14.0,20
5475,48.0,20
5476,16.0,20
5477,15.0,20
5478,4.0,20
5479,5.0,20
5480,2.0,20
5481,2.0,20
5482,45.0,20
5483,6.0,20
5484,37.0,20
5485,2.0,20
5486,29.0,20
5487,4.0,20
5488,16.0,20
5489,18.0,20
5490,4.0,20
5491,9.0,20
5492,30.0,20
5493,2.0,20
5494,22.0,20
5495,1.0,20
5496,58.0,20
5497,20.0,20
5498,11.0,20
5499,9.0,20
5500,11.0,20
5501,1.0,20
5502,26.0,20
5503,4.0,20
5504,4.0,20
5505,6.0,20
5506,63.0,20
5507,5.0,20
5508,69.0,20
5509,5.0,20
5510,11.0,20
5511,4.0,20
5512,22.0,20
5513,14.0,20
5514,2.0,20
5515,16.0,20
5516,7.0,20
5517,25.0,20
5518,6.0,20
5519,2.0,20
5520,6.0,20
5521,23.0,20
5522,4.0,20
5523,59.0,20
5524,8.0,20
5525,3.0,20
5526,13.0,20
5527,6.0,20
5528,2.0,20
5529,5.0,20
5530,50.0,20
5531,1.0,20
5532,42.0,20
5533,13.0,20
5534,19.0,20
5535,41.0,20
5536,24.0,20
5537,81.0,20
5538,7.0,20
5539,6.0,20
5540,5.0,20
5541,8.0,20
5542,7.0,20
5543,79.0,20
5544,15.0,20
5545,13.0,20
5546,6.0,20
5547,10.0,20
5548,7.0,20
5549,21.0,20
5550,122.0,20
5551,39.0,20
5552,2.0,20
5553,2.0,20
5554,6.0,20
5555,14.0,20
5556,14.0,20
5557,20.0,20
5558,2.0,20
5559,4.0,20
5560,75.0,20
5561,4.0,20
5562,6.0,20
5563,6.0,20
5564,13.0,20
5565,151.0,19
5566,7.0,20
5567,32.0,20
5568,25.0,20
5569,18.0,20
5570,7.0,20
5571,4.0,20
5572,4.0,20
5573,7.0,20
5574,15.0,20
5575,12.0,20
5576,10.0,20
5577,7.0,20
5578,31.0,20
5579,4.0,20
5580,23.0,20
5581,8.0,20
5582,10.0,20
5583,9.0,20
5584,14.0,20
5585,4.0,20
5586,10.0,20
5587,26.0,20
5588,3.0,20
5589,3.0,20
5590,1.0,20
5591,45.0,20
5592,34.0,20
5593,3.0,20
5594,34.0,20
5595,32.0,20
5596,7.0,20
5597,6.0,20
5598,14.0,20
5599,20.0,20
5600,9.0,20
5601,4.0,20
5602,2.0,20
5603,9.0,20
5604,44.0,20
5605,146.0,19
5606,69.0,20
5607,13.0,20
5608,4.0,20
5609,23.0,20
5610,9.0,20
5611,3.0,20
5612,2.0,20
5613,2.0,20
5614,2.0,20
5615,2.0,20
5616,16.0,20
5617,6.0,20
5618,5.0,20
5619,17.0,20
5620,24.0,20
5621,52.0,20
5622,40.0,20
5623,5.0,20
5624,7.0,20
5625,3.0,20
5626,21.0,20
5627,5.0,20
5628,3.0,20
5629,70.0,20
5630,1.0,20
5631,9.0,20
5632,32.0,20
5633,4.0,20
5634,8.0,20
5635,5.0,20
5636,9.0,20
5637,77.0,20
5638,19.0,20
5639,6.0,20
5640,353.0,17
5641,27.0,20
5642,8.0,20
5643,35.0,20
5644,12.0,20
5645,10.0,20
5646,17.0,20
5647,1.0,20
5648,7.0,20
5649,19.0,20
5650,28.0,20
5651,7.0,20
5652,9.0,20
5653,2.0,20
5654,9.0,20
5655,17.0,20
5656,19.0,20
5657,4.0,20
5658,3.0,20
5659,5.0,20
5660,21.0,20
5661,3.0,20
5662,1.0,20
5663,80.0,20
5664,47.0,20
5665,65.0,20
5666,3.0,20
5667,3.0,20
5668,6.0,20
5669,5.0,20
5670,3.0,20
5671,29.0,20
5672,21.0,20
5673,18.0,20
5674,1.0,20
5675,6.0,20
5676,58.0,20
5677,15.0,20
5678,20.0,20
5679,12.0,20
5680,10.0,20
5681,1.0,20
5682,5.0,20
5683,2.0,20
5684,15.0,20
5685,43.0,20
5686,2.0,20
5687,2.0,20
5688,9.0,20
5689,38.0,20
5690,6.0,20
5691,2.0,20
5692,15.0,20
5693,18.0,20
5694,3.0,20
5695,16.0,20
5696,4.0,20
5697,19.0,20
5698,3.0,20
5699,1.0,20
5700,8.0,20
5701,4.0,20
5702,4.0,20
5703,8.0,20
5704,4.0,20
5705,17.0,20
5706,2.0,20
5707,4.0,20
5708,44.0,20
5709,18.0,20
5710,4.0,20
5711,10.0,20
5712,11.0,20
5713,23.0,20
5714,32.0,20
5715,64.0,20
5716,6.0,20
5717,51.0,20
5718,15.0,20
5719,12.0,20
5720,14.0,20
5721,9.0,20
5722,2.0,20
5723,2.0,20
5724,4.0,20
5725,4.0,20
5726,18.0,20
5727,2.0,20
5728,8.0,20
5729,3.0,20
5730,115.0,20
5731,4.0,20
5732,26.0,20
5733,13.0,20
5734,4.0,20
5735,6.0,20
5736,8.0,20
5737,10.0,20
5738,1.0,20
5739,13.0,20
5740,16.0,20
5741,5.0,20
5742,7.0,20
5743,30.0,20
5744,15.0,20
5745,94.0,20
5746,7.0,20
5747,47.0,20
5748,4.0,20
5749,1.0,20
5750,4.0,20
5751,9.0,20
5752,4.0,20
5753,6.0,20
5754,32.0,20
5755,45.0,20
5756,30.0,20
5757,7.0,20
5758,1.0,20
5759,14.0,20
5760,11.0,20
5761,1.0,20
5762,31.0,20
5763,3.0,20
5764,39.0,20
5765,1.0,20
5766,10.0,20
5767,6.0,20
5768,42.0,20
5769,48.0,20
5770,2.0,20
5771,8.0,20
5772,19.0,20
5773,6.0,20
5774,21.0,20
5775,15.0,20
5776,9.0,20
5777,88.0,20
5778,26.0,20
5779,8.0,20
5780,13.0,20
5781,8.0,20
5782,3.0,20
5783,4.0,20
5784,5.0,20
5785,1.0,20
5786,79.0,20
5787,5.0,20
5788,3.0,20
5789,5.0,20
5790,266.0,19
5791,2.0,20
5792,40.0,20
5793,10.0,20
5794,5.0,20
5795,2.0,20
5796,17.0,20
5797,4.0,20
5798,28.0,20
5799,4.0,20
5800,90.0,20
5801,2.0,20
5802,6.0,20
5803,10.0,20
5804,8.0,20
5805,2.0,20
5806,4.0,20
5807,12.0,20
5808,12.0,20
5809,3.0,20
5810,10.0,20
5811,7.0,20
5812,12.0,20
5813,1.0,20
5814,3.0,20
5815,13.0,20
5816,3.0,20
5817,17.0,20
5818,17.0,20
5819,9.0,20
5820,10.0,20
5821,14.0,20
5822,62.0,20
5823,9.0,20
5824,8.0,20
5825,1.0,20
5826,35.0,20
5827,5.0,20
5828,2.0,20
5829,39.0,20
5830,19.0,20
5831,19.0,20
5832,32.0,20
5833,13.0,20
5834,8.0,20
5835,9.0,20
5836,3.0,20
5837,24.0,20
5838,5.0,20
5839,8.0,20
5840,4.0,20
5841,8.0,20
5842,134.0,20
5843,3.0,20
5844,12.0,20
5845,5.0,20
5846,24.0,20
5847,21.0,20
5848,2.0,20
5849,9.0,20
5850,11.0,20
5851,5.0,20
5852,5.0,20
5853,17.0,20
5854,6.0,20
5855,4.0,20
5856,38.0,20
5857,14.0,20
5858,7.0,20
5859,14.0,20
5860,19.0,20
5861,2.0,20
5862,14.0,20
5863,38.0,20
5864,14.0,20
5865,9.0,20
5866,17.0,20
5867,39.0,20
5868,99.0,20
5869,2.0,20
5870,124.0,20
5871,18.0,20
5872,6.0,20
5873,14.0,20
5874,44.0,20
5875,67.0,20
5876,18.0,20
5877,9.0,20
5878,9.0,20
5879,2.0,20
5880,5.0,20
5881,45.0,20
5882,38.0,20
5883,2.0,20
5884,13.0,20
5885,12.0,20
5886,29.0,20
5887,12.0,20
5888,4.0,20
5889,10.0,20
5890,4.0,20
5891,23.0,20
5892,14.0,20
5893,366.0,17
5894,2.0,20
5895,9.0,20
5896,37.0,20
5897,28.0,20
5898,16.0,20
5899,4.0,20
5900,5.0,20
5901,6.0,20
5902,26.0,20
5903,7.0,20
5904,17.0,20
5905,7.0,20
5906,36.0,20
5907,27.0,20
5908,11.0,20
5909,6.0,20
5910,10.0,20
5911,48.0,20
5912,4.0,20
5913,5.0,20
5914,6.0,20
5915,4.0,20
5916,7.0,20
5917,25.0,20
5918,12.0,20
5919,46.0,20
5920,8.0,20
5921,23.0,20
5922,17.0,20
5923,22.0,20
5924,4.0,20
5925,41.0,20
5926,4.0,20
5927,21.0,20
5928,40.0,20
5929,4.0,20
5930,12.0,20
5931,3.0,20
5932,4.0,20
5933,8.0,20
5934,3.0,20
5935,5.0,20
5936,1.0,20
5937,2.0,20
5938,12.0,20
5939,4.0,20
5940,2.0,20
5941,8.0,20
5942,6.0,20
5943,18.0,20
5944,28.0,20
5945,4.0,20
5946,15.0,20
5947,7.0,20
5948,3.0,20
5949,6.0,20
5950,20.0,20
5951,113.0,20
5952,1.0,20
5953,17.0,20
5954,8.0,20
5955,4.0,20
5956,19.0,20
5957,4.0,20
5958,5.0,20
5959,47.0,20
5960,11.0,20
5961,1.0,20
5962,13.0,20
5963,8.0,20
5964,4.0,20
5965,34.0,20
5966,46.0,20
5967,8.0,20
5968,2.0,20
5969,2.0,20
5970,7.0,20
5971,19.0,20
5972,34.0,20
5973,8.0,20
5974,20.0,20
5975,6.0,20
5976,36.0,20
5977,17.0,20
5978,29.0,20
5979,2.0,20
5980,9.0,20
5981,110.0,20
5982,4.0,20
5983,5.0,20
5984,37.0,20
5985,6.0,20
5986,5.0,20
5987,8.0,20
5988,2.0,20
5989,21.0,20
5990,7.0,20
5991,21.0,20
5992,8.0,20
5993,28.0,20
5994,7.0,20
5995,128.0,20
5996,20.0,20
5997,5.0,20
5998,4.0,20
5999,4.0,20
6000,5.0,20
6001,3.0,20
6002,6.0,20
6003,8.0,20
6004,33.0,20
6005,13.0,20
6006,10.0,20
6007,9.0,20
6008,3.0,20
6009,10.0,20
6010,9.0,20
6011,1.0,20
6012,8.0,20
6013,1.0,20
6014,13.0,20
6015,10.0,20
6016,16.0,20
6017,14.0,20
6018,1.0,20
6019,16.0,20
6020,54.0,20
6021,1.0,20
6022,16.0,20
6023,12.0,20
6024,13.0,20
6025,1.0,20
6026,16.0,20
6027,46.0,20
6028,6.0,20
6029,4.0,20
6030,7.0,20
6031,6.0,20
6032,18.0,20
6033,14.0,20
6034,2.0,20
6035,4.0,20
6036,130.0,20
6037,3.0,20
6038,24.0,20
6039,28.0,20
6040,13.0,20
6041,8.0,20
6042,7.0,20
6043,154.0,19
6044,11.0,20
6045,36.0,20
6046,1.0,20
6047,23.0,20
6048,22.0,20
6049,65.0,20
6050,12.0,20
6051,77.0,20
6052,18.0,20
6053,21.0,20
6054,8.0,20
6055,13.0,20
6056,3.0,20
6057,5.0,20
6058,7.0,20
6059,5.0,20
6060,24.0,20
6061,46.0,20
6062,7.0,20
6063,85.0,20
6064,17.0,20
6065,13.0,20
6066,32.0,20
6067,5.0,20
6068,10.0,20
6069,13.0,20
6070,1.0,20
6071,32.0,20
6072,22.0,20
6073,7.0,20
6074,635.0,10
6075,19.0,20
6076,14.0,20
6077,2.0,20
6078,4.0,20
6079,2.0,20
6080,80.0,20
6081,4.0,20
6082,3.0,20
6083,4.0,20
6084,65.0,20
6085,7.0,20
6086,11.0,20
6087,2.0,20
6088,7.0,20
6089,9.0,20
6090,16.0,20
6091,2.0,20
6092,3.0,20
6093,13.0,20
6094,9.0,20
6095,12.0,20
6096,9.0,20
6097,2.0,20
6098,34.0,20
6099,8.0,20
6100,26.0,20
6101,5.0,20
6102,6.0,20
6103,4.0,20
6104,7.0,20
6105,13.0,20
6106,9.0,20
6107,20.0,20
6108,5.0,20
6109,4.0,20
6110,2.0,20
6111,3.0,20
6112,1.0,20
6113,28.0,20
6114,3.0,20
6115,7.0,20
6116,53.0,20
6117,16.0,20
6118,3.0,20
6119,17.0,20
6120,56.0,20
6121,16.0,20
6122,8.0,20
6123,18.0,20
6124,10.0,20
6125,1.0,20
6126,24.0,20
6127,41.0,20
6128,8.0,20
6129,6.0,20
6130,3.0,20
6131,56.0,20
6132,21.0,20
6133,5.0,20
6134,3.0,20
6135,13.0,20
6136,3.0,20
6137,13.0,20
6138,18.0,20
6139,19.0,20
6140,12.0,20
6141,2.0,20
6142,130.0,20
6143,6.0,20
6144,18.0,20
6145,88.0,20
6146,33.0,20
6147,6.0,20
6148,41.0,20
6149,12.0,20
6150,9.0,20
6151,12.0,20
6152,53.0,20
6153,3.0,20
6154,6.0,20
6155,2.0,20
6156,9.0,20
6157,25.0,20
6158,45.0,20
6159,9.0,20
6160,10.0,20
6161,18.0,20
6162,28.0,20
6163,11.0,20
6164,2.0,20
6165,1.0,20
6166,3.0,20
6167,9.0,20
6168,69.0,20
6169,94.0,20
6170,1.0,20
6171,3.0,20
6172,7.0,20
6173,29.0,20
6174,25.0,20
6175,4.0,20
6176,13.0,20
6177,19.0,20
6178,91.0,20
6179,3.0,20
6180,19.0,20
6181,9.0,20
6182,38.0,20
6183,11.0,20
6184,2.0,20
6185,23.0,20
6186,10.0,20
6187,5.0,20
6188,2.0,20
6189,6.0,20
6190,43.0,20
6191,4.0,20
6192,6.0,20
6193,18.0,20
6194,2.0,20
6195,3.0,20
6196,5.0,20
6197,33.0,20
6198,49.0,20
6199,68.0,20
6200,3.0,20
6201,11.0,20
6202,3.0,20
6203,11.0,20
6204,16.0,20
6205,4.0,20
6206,7.0,20
6207,4.0,20
6208,17.0,20
6209,84.0,20
6210,1.0,20
6211,13.0,20
6212,7.0,20
6213,3.0,20
6214,20.0,20
6215,17.0,20
6216,7.0,20
6217,11.0,20
6218,4.0,20
6219,8.0,20
6220,4.0,20
6221,18.0,20
6222,23.0,20
6223,3.0,20
6224,22.0,20
6225,90.0,20
6226,8.0,20
6227,4.0,20
6228,2.0,20
6229,5.0,20
6230,1.0,20
6231,5.0,20
6232,60.0,20
6233,9.0,20
6234,1.0,20
6235,56.0,20
6236,2.0,20
6237,51.0,20
6238,1.0,20
6239,8.0,20
6240,14.0,20
6241,3.0,20
6242,15.0,20
6243,5.0,20
6244,16.0,20
6245,6.0,20
6246,33.0,20
6247,10.0,20
6248,6.0,20
6249,2.0,20
6250,7.0,20
6251,2.0,20
6252,42.0,20
6253,2.0,20
6254,10.0,20
6255,8.0,20
6256,7.0,20
6257,1.0,20
6258,11.0,20
6259,7.0,20
6260,17.0,20
6261,201.0,19
6262,4.0,20
6263,10.0,20
6264,78.0,20
6265,6.0,20
6266,38.0,20
6267,34.0,20
6268,10.0,20
6269,1.0,20
6270,6.0,20
6271,40.0,20
6272,12.0,20
6273,4.0,20
6274,27.0,20
6275,15.0,20
6276,48.0,20
6277,6.0,20
6278,22.0,20
6279,2.0,20
6280,13.0,20
6281,11.0,20
6282,6.0,20
6283,4.0,20
6284,9.0,20
6285,236.0,19
6286,15.0,20
6287,4.0,20
6288,7.0,20
6289,11.0,20
6290,2.0,20
6291,3.0,20
6292,3.0,20
6293,3.0,20
6294,72.0,20
6295,74.0,20
6296,4.0,20
6297,44.0,20
6298,50.0,20
6299,22.0,20
6300,6.0,20
6301,15.0,20
6302,20.0,20
6303,34.0,20
6304,14.0,20
6305,40.0,20
6306,78.0,20
6307,3.0,20
6308,12.0,20
6309,13.0,20
6310,3.0,20
6311,2.0,20
6312,5.0,20
6313,20.0,20
6314,191.0,19
6315,35.0,20
6316,2.0,20
6317,6.0,20
6318,44.0,20
6319,5.0,20
6320,54.0,20
